120.83.111.64  ,9999 ,高匿   ,HTTP ,广东揭阳市普宁
60.168.10.110  ,30695,高匿   ,HTTPS,安徽合肥
122.193.247.75 ,9999 ,高匿   ,HTTP ,江苏南通
112.85.167.152 ,9999 ,高匿   ,HTTPS,江苏南通
60.13.42.95    ,9999 ,高匿   ,HTTPS,甘肃平凉
113.121.23.59  ,9999 ,高匿   ,HTTPS,山东
27.195.216.54  ,8118 ,高匿   ,HTTP ,山东淄博
112.85.175.175 ,9999 ,高匿   ,HTTP ,江苏南通
58.253.152.234 ,9999 ,高匿   ,HTTP ,广东揭阳
112.85.131.174 ,9999 ,高匿   ,HTTP ,江苏南通
123.163.97.74  ,9999 ,高匿   ,HTTP ,河南洛阳
116.209.52.252 ,9999 ,高匿   ,HTTP ,湖北仙桃
120.83.99.41   ,9999 ,高匿   ,HTTP ,广东揭阳市普宁
163.204.244.110,9999 ,高匿   ,HTTP ,广东
1.197.204.136  ,9999 ,高匿   ,HTTP ,河南济源
120.84.103.231 ,9999 ,高匿   ,HTTP ,广东珠海
163.204.247.126,9999 ,高匿   ,HTTP ,广东
171.11.178.42  ,9999 ,高匿   ,HTTP ,河南
175.42.123.172 ,9999 ,高匿   ,HTTP ,福建宁德
1.198.72.253   ,9999 ,高匿   ,HTTP ,河南
163.204.246.45 ,9999 ,高匿   ,HTTPS,广东
163.204.247.146,9999 ,高匿   ,HTTPS,广东
163.204.240.141,9999 ,高匿   ,HTTP ,广东
182.34.34.42   ,9999 ,高匿   ,HTTP ,山东烟台
112.85.129.219 ,9999 ,高匿   ,HTTPS,江苏南通
123.112.225.227,8888 ,高匿   ,HTTPS,北京
113.121.22.11  ,9999 ,高匿   ,HTTPS,山东
171.80.113.4   ,9999 ,高匿   ,HTTP ,
112.85.129.158 ,9999 ,高匿   ,HTTPS,江苏南通
117.91.249.97  ,9999 ,高匿   ,HTTP ,江苏扬州
113.121.20.86  ,9999 ,高匿   ,HTTP ,山东烟台市莱阳
163.204.245.197,9999 ,高匿   ,HTTPS,广东
113.121.21.199 ,9999 ,高匿   ,HTTP ,山东
112.87.69.243  ,9999 ,高匿   ,HTTP ,江苏宿迁
60.13.42.64    ,9999 ,高匿   ,HTTP ,甘肃平凉
112.85.171.116 ,9999 ,高匿   ,HTTP ,江苏南通
112.67.45.133  ,8118 ,高匿   ,HTTP ,海南海口
163.204.244.210,9999 ,高匿   ,HTTPS,广东
163.204.247.193,9999 ,高匿   ,HTTPS,广东
112.87.69.251  ,9999 ,高匿   ,HTTPS,江苏宿迁
112.85.175.171 ,9999 ,高匿   ,HTTPS,江苏南通
112.85.150.227 ,9999 ,高匿   ,HTTPS,江苏南通
112.85.166.237 ,9999 ,高匿   ,HTTPS,江苏南通
1.197.204.241  ,9999 ,高匿   ,HTTPS,河南济源
112.85.131.147 ,9999 ,高匿   ,HTTPS,江苏南通
113.227.182.113,8118 ,高匿   ,HTTP ,辽宁大连
115.159.155.83 ,8118 ,高匿   ,HTTP ,河南郑州
112.85.167.83  ,9999 ,高匿   ,HTTP ,江苏南通
112.85.149.183 ,9999 ,高匿   ,HTTPS,江苏南通
1.197.204.73   ,53128,高匿   ,HTTPS,河南济源
171.38.85.230  ,8123 ,高匿   ,HTTP ,广西玉林
113.121.23.15  ,9999 ,高匿   ,HTTPS,山东
113.121.20.133 ,9999 ,高匿   ,HTTPS,山东烟台市莱阳
182.88.88.92   ,8123 ,高匿   ,HTTPS,广西南宁
111.177.106.17 ,9999 ,高匿   ,HTTPS,湖北襄阳
123.188.217.149,9999 ,高匿   ,HTTPS,辽宁
112.87.71.62   ,9999 ,高匿   ,HTTPS,江苏宿迁
182.34.35.144  ,9999 ,高匿   ,HTTPS,山东烟台
122.193.244.67 ,9999 ,高匿   ,HTTPS,江苏南通
112.85.171.134 ,9999 ,高匿   ,HTTPS,江苏南通
112.87.69.255  ,9999 ,高匿   ,HTTPS,江苏宿迁
120.83.109.0   ,9999 ,高匿   ,HTTPS,广东揭阳市普宁
112.85.166.57  ,9999 ,高匿   ,HTTP ,江苏南通
112.87.68.100  ,9999 ,高匿   ,HTTPS,江苏宿迁
112.85.128.110 ,9999 ,高匿   ,HTTP ,江苏南通
122.193.245.220,9999 ,高匿   ,HTTPS,江苏南通
60.13.42.41    ,9999 ,高匿   ,HTTPS,甘肃平凉
222.89.248.222 ,35045,高匿   ,HTTP ,河南商丘市永城
112.87.70.102  ,9999 ,高匿   ,HTTP ,江苏宿迁
112.85.129.43  ,9999 ,高匿   ,HTTPS,江苏南通
182.34.35.230  ,9999 ,高匿   ,HTTP ,山东烟台
112.85.168.123 ,9999 ,高匿   ,HTTPS,江苏南通
113.121.22.187 ,9999 ,高匿   ,HTTP ,山东
122.193.246.113,9999 ,高匿   ,HTTP ,江苏南通
182.111.64.8   ,21776,高匿   ,HTTPS,江西九江
120.83.106.36  ,9999 ,高匿   ,HTTPS,广东揭阳
112.85.171.21  ,9999 ,高匿   ,HTTP ,江苏南通
112.85.169.170 ,9999 ,高匿   ,HTTP ,江苏南通
113.103.227.237,9999 ,高匿   ,HTTP ,广东中山
112.85.171.140 ,9999 ,高匿   ,HTTPS,江苏南通
171.80.2.97    ,9999 ,高匿   ,HTTPS,
112.85.150.159 ,9999 ,高匿   ,HTTPS,江苏南通
112.85.129.36  ,9999 ,高匿   ,HTTP ,江苏南通
60.190.250.120 ,8080 ,高匿   ,HTTPS,浙江杭州
182.34.37.123  ,9999 ,高匿   ,HTTP ,山东烟台
112.85.165.124 ,9999 ,高匿   ,HTTPS,江苏南通
114.230.69.245 ,9999 ,高匿   ,HTTPS,江苏扬州
120.83.107.214 ,9999 ,高匿   ,HTTP ,广东揭阳市普宁
59.37.33.62    ,54474,高匿   ,HTTP ,广东惠州
112.85.130.82  ,9999 ,高匿   ,HTTPS,江苏南通
112.85.168.167 ,9999 ,高匿   ,HTTP ,江苏南通
115.53.22.92   ,9999 ,高匿   ,HTTP ,河南濮阳
120.83.107.235 ,9999 ,高匿   ,HTTP ,广东揭阳市普宁
119.142.76.67  ,9999 ,高匿   ,HTTP ,广东中山
111.177.106.255,9999 ,高匿   ,HTTPS,湖北襄阳
112.85.128.173 ,9999 ,高匿   ,HTTPS,江苏南通
116.208.54.76  ,9999 ,高匿   ,HTTPS,湖北襄阳
120.83.101.16  ,9999 ,高匿   ,HTTPS,广东揭阳市普宁
112.85.168.150 ,9999 ,高匿   ,HTTPS,江苏南通
112.87.68.14   ,9999 ,高匿   ,HTTPS,江苏宿迁
112.87.69.63   ,9999 ,高匿   ,HTTP ,江苏宿迁
123.163.122.87 ,9999 ,高匿   ,HTTP ,河南洛阳
121.63.199.213 ,9999 ,高匿   ,HTTPS,湖北襄阳
111.226.211.105,8118 ,高匿   ,HTTPS,河北沧州
60.13.42.198   ,9999 ,高匿   ,HTTPS,甘肃平凉
123.232.199.89 ,8118 ,高匿   ,HTTPS,山东济南
27.43.186.70   ,9999 ,高匿   ,HTTPS,广东梅州
115.53.35.137  ,9999 ,高匿   ,HTTP ,河南濮阳
113.121.21.164 ,9999 ,高匿   ,HTTP ,山东
175.148.73.218 ,1133 ,高匿   ,HTTPS,辽宁葫芦岛
1.192.243.144  ,9999 ,高匿   ,HTTPS,河南郑州
112.85.169.7   ,9999 ,高匿   ,HTTPS,江苏南通
61.142.72.154  ,30074,高匿   ,HTTPS,广东中山
218.64.69.79   ,8080 ,透明   ,HTTP ,江西南昌
221.7.255.168  ,8080 ,透明   ,HTTP ,广西梧州
114.99.253.204 ,8118 ,透明   ,HTTP ,安徽安庆
113.140.1.82   ,53281,透明   ,HTTPS,陕西西安
124.160.56.76  ,37511,透明   ,HTTPS,浙江杭州
101.231.234.38 ,8080 ,透明   ,HTTP ,上海
218.60.8.83    ,3129 ,透明   ,HTTPS,辽宁沈阳
14.115.104.244 ,9797 ,透明   ,HTTP ,广东珠海
14.115.104.160 ,9797 ,透明   ,HTTP ,广东珠海
14.115.106.238 ,808  ,透明   ,HTTP ,广东珠海
115.199.112.132,80   ,透明   ,HTTP ,浙江杭州
114.67.235.233 ,3128 ,透明   ,HTTPS,北京
123.172.68.180 ,53281,透明   ,HTTPS,吉林长春
182.111.129.37 ,53281,透明   ,HTTP ,江西新余
61.128.208.94  ,3128 ,透明   ,HTTPS,重庆
121.206.244.135,53281,透明   ,HTTPS,福建南平
121.40.78.138  ,3128 ,透明   ,HTTPS,河北衡水
111.203.91.116 ,8080 ,透明   ,HTTP ,北京
124.207.82.166 ,8008 ,透明   ,HTTP ,北京
121.17.174.121 ,9797 ,透明   ,HTTP ,河北衡水市桃城区
123.55.39.46   ,53281,透明   ,HTTPS,河南平顶山
14.20.235.242  ,9797 ,透明   ,HTTP ,广东深圳
221.216.136.215,9000 ,透明   ,HTTPS,北京
180.118.134.223,9000 ,透明   ,HTTP ,江苏镇江
218.22.7.62    ,53281,透明   ,HTTPS,安徽合肥
222.74.61.98   ,53281,透明   ,HTTP ,内蒙古包头
115.213.60.133 ,53281,透明   ,HTTPS,浙江宁波
183.129.207.91 ,11056,透明   ,HTTPS,浙江杭州
119.145.2.99   ,44129,透明   ,HTTP ,广东深圳
58.249.55.222  ,9797 ,透明   ,HTTP ,广东广州
116.252.39.176 ,53281,透明   ,HTTP ,广西南宁
123.58.36.60   ,3128 ,透明   ,HTTP ,广东广州
123.139.56.238 ,9999 ,透明   ,HTTPS,陕西西安
58.247.127.145 ,53281,透明   ,HTTPS,上海
219.245.3.4    ,3128 ,透明   ,HTTP ,陕西西安
223.199.174.54 ,53281,透明   ,HTTP ,海南
113.119.38.158 ,3128 ,透明   ,HTTPS,广东广州
124.237.83.14  ,53281,透明   ,HTTPS,河北秦皇岛
218.241.219.226,9999 ,透明   ,HTTPS,北京
112.95.25.61   ,8088 ,透明   ,HTTP ,广东深圳
14.20.235.199  ,9797 ,透明   ,HTTP ,广东深圳
163.125.221.114,8088 ,透明   ,HTTP ,广东深圳
116.196.90.176 ,3128 ,透明   ,HTTP ,四川成都
119.130.105.113,3128 ,透明   ,HTTPS,广东广州市天河区
218.106.98.171 ,53281,透明   ,HTTPS,江苏扬州
27.159.218.219 ,53281,透明   ,HTTP ,福建莆田
210.26.64.44   ,3128 ,透明   ,HTTPS,甘肃兰州
58.240.220.86  ,53281,透明   ,HTTPS,江苏苏州
125.46.0.62    ,53281,透明   ,HTTP ,河南济源
183.129.207.78 ,18118,透明   ,HTTPS,浙江杭州
114.250.170.119,53281,透明   ,HTTPS,北京
59.37.18.243   ,3128 ,透明   ,HTTPS,广东东莞
58.251.230.120 ,9797 ,透明   ,HTTP ,广东深圳
120.76.62.125  ,3128 ,透明   ,HTTP ,长城宽带
114.139.32.232 ,8118 ,透明   ,HTTPS,贵州遵义
60.211.218.78  ,53281,透明   ,HTTPS,山东济宁
182.18.13.149  ,53281,透明   ,HTTPS,北京
219.131.243.68 ,9797 ,透明   ,HTTPS,广东珠海市香洲区
218.91.50.234  ,1080 ,透明   ,HTTP ,江苏扬州
119.39.68.20   ,808  ,透明   ,HTTPS,湖南长沙
114.101.40.158 ,65309,透明   ,HTTP ,安徽蚌埠
27.191.234.69  ,9999 ,透明   ,HTTPS,河北唐山
14.118.130.213 ,8081 ,透明   ,HTTPS,广东江门
115.171.203.116,9000 ,透明   ,HTTP ,北京
60.205.202.3   ,3128 ,透明   ,HTTP ,广东深圳
121.69.46.177  ,9000 ,透明   ,HTTP ,吉林长春
114.249.118.135,9000 ,透明   ,HTTP ,北京
121.232.148.194,9000 ,透明   ,HTTP ,江苏镇江
211.103.153.29 ,3128 ,透明   ,HTTPS,北京
120.79.176.70  ,3128 ,透明   ,HTTPS,长城宽带
58.244.59.209  ,8080 ,透明   ,HTTPS,吉林长春
202.112.237.102,3128 ,透明   ,HTTPS,北京
218.94.141.59  ,21070,透明   ,HTTPS,江苏南京
218.94.141.58  ,21070,透明   ,HTTP ,江苏南京
113.116.57.10  ,9000 ,透明   ,HTTP ,广东深圳
14.20.235.201  ,9797 ,透明   ,HTTPS,广东深圳
124.205.155.158,8080 ,透明   ,HTTP ,北京
218.94.141.60  ,21070,透明   ,HTTPS,江苏南京
117.90.252.37  ,9000 ,透明   ,HTTP ,江苏镇江
183.129.207.80 ,21776,透明   ,HTTPS,浙江杭州
119.139.196.29 ,3128 ,透明   ,HTTP ,广东深圳
222.186.45.145 ,57273,透明   ,HTTP ,江苏镇江
60.5.254.169   ,8081 ,透明   ,HTTPS,河北邯郸
27.46.21.83    ,8888 ,透明   ,HTTP ,广东深圳
123.59.47.5    ,8080 ,透明   ,HTTPS,广东广州
58.243.50.184  ,53281,透明   ,HTTP ,安徽合肥
101.80.87.77   ,9000 ,透明   ,HTTPS,上海
122.136.212.132,53281,透明   ,HTTPS,吉林
218.108.175.15 ,80   ,透明   ,HTTP ,浙江杭州
117.90.6.244   ,9000 ,透明   ,HTTP ,江苏镇江
221.4.150.7    ,8181 ,透明   ,HTTP ,广东佛山
175.102.3.98   ,8089 ,透明   ,HTTP ,上海
59.38.62.2     ,9797 ,透明   ,HTTPS,广东珠海
121.69.37.6    ,9797 ,透明   ,HTTP ,吉林长春
112.80.41.86   ,8888 ,透明   ,HTTPS,江苏南京
113.109.54.5   ,8118 ,透明   ,HTTP ,广东广州市天河区
113.65.8.137   ,9797 ,透明   ,HTTP ,广东广州
124.205.143.212,38768,透明   ,HTTPS,北京
119.176.85.226 ,9999 ,透明   ,HTTP ,山东潍坊
115.159.206.249,80   ,透明   ,HTTP ,河南郑州
112.80.41.85   ,8888 ,透明   ,HTTPS,江苏南京
119.123.174.61 ,9797 ,透明   ,HTTP ,广东深圳
117.90.7.246   ,9000 ,透明   ,HTTP ,江苏镇江
211.101.154.105,43598,透明   ,HTTP ,北京
123.117.38.29  ,9000 ,透明   ,HTTP ,北京
59.38.62.156   ,9797 ,透明   ,HTTPS,广东珠海
114.249.113.122,9000 ,透明   ,HTTP ,北京
118.114.209.158,3128 ,透明   ,HTTP ,四川成都
163.125.157.163,8888 ,透明   ,HTTPS,广东深圳
180.118.135.124,9000 ,透明   ,HTTP ,江苏镇江
123.115.116.69 ,9000 ,透明   ,HTTP ,北京
14.115.104.154 ,808  ,透明   ,HTTPS,广东珠海
121.238.76.53  ,8118 ,透明   ,HTTP ,江苏南通
202.104.150.130,33163,透明   ,HTTPS,广东深圳
211.162.70.229 ,3128 ,透明   ,HTTP ,广东深圳市南山区
124.152.32.140 ,53281,透明   ,HTTPS,甘肃
222.186.45.104 ,57622,透明   ,HTTPS,江苏镇江
113.116.58.241 ,9000 ,透明   ,HTTP ,广东深圳
122.141.74.186 ,8080 ,透明   ,HTTPS,吉林辽源
14.115.105.149 ,808  ,透明   ,HTTP ,广东珠海
115.171.203.96 ,9000 ,透明   ,HTTP ,北京
123.52.17.1    ,3128 ,透明   ,HTTP ,河南郑州
58.250.23.210  ,1080 ,透明   ,HTTPS,广东深圳
60.191.57.72   ,14051,透明   ,HTTP ,浙江杭州
119.139.198.87 ,3128 ,透明   ,HTTPS,广东深圳
111.198.154.116,8888 ,透明   ,HTTPS,北京
42.228.3.158   ,8080 ,透明   ,HTTPS,河南郑州
1.196.160.79   ,9999 ,透明   ,HTTP ,河南商丘
119.145.2.102  ,44129,透明   ,HTTP ,广东深圳
119.131.88.14  ,9797 ,透明   ,HTTPS,广东广州
125.123.19.96  ,9000 ,透明   ,HTTP ,浙江嘉兴
49.84.151.169  ,53281,透明   ,HTTP ,江苏苏州
116.196.81.58  ,3128 ,透明   ,HTTP ,四川成都
180.175.22.135 ,9797 ,透明   ,HTTP ,上海
124.78.204.251 ,9000 ,透明   ,HTTPS,上海
183.129.207.89 ,27794,透明   ,HTTPS,浙江杭州
14.115.106.160 ,808  ,透明   ,HTTP ,广东珠海
115.171.152.13 ,9000 ,透明   ,HTTP ,北京
218.108.70.86  ,80   ,透明   ,HTTPS,浙江杭州
101.251.216.103,8080 ,透明   ,HTTP ,北京
112.95.20.207  ,8888 ,透明   ,HTTP ,广东深圳
112.95.205.251 ,8888 ,透明   ,HTTPS,广东深圳
112.95.20.208  ,8888 ,透明   ,HTTP ,广东深圳
59.60.170.137  ,53281,透明   ,HTTP ,福建龙岩
211.146.16.146 ,80   ,透明   ,HTTP ,北京
118.89.44.224  ,8118 ,透明   ,HTTP ,
42.202.158.49  ,3128 ,透明   ,HTTPS,辽宁
112.95.189.59  ,9797 ,透明   ,HTTP ,广东深圳
112.250.107.37 ,53281,透明   ,HTTPS,山东泰安
180.169.186.155,1080 ,透明   ,HTTPS,上海
112.95.206.0   ,8888 ,透明   ,HTTP ,广东深圳
14.115.105.33  ,808  ,透明   ,HTTP ,广东珠海
118.24.157.49  ,8118 ,透明   ,HTTP ,
14.115.104.6   ,808  ,透明   ,HTTPS,广东珠海
113.247.252.116,3128 ,透明   ,HTTP ,湖南长沙
221.6.32.214   ,50514,透明   ,HTTP ,江苏南京
119.123.247.229,9000 ,透明   ,HTTPS,广东深圳
14.115.107.6   ,808  ,透明   ,HTTP ,广东珠海
117.90.1.246   ,9000 ,透明   ,HTTP ,江苏镇江
220.180.50.14  ,53281,透明   ,HTTPS,安徽合肥市巢湖
163.125.73.105 ,9797 ,透明   ,HTTP ,广东深圳
183.30.204.142 ,9999 ,透明   ,HTTP ,广东惠州
124.205.155.156,8080 ,透明   ,HTTP ,北京
14.115.104.236 ,808  ,透明   ,HTTP ,广东珠海
117.90.2.71    ,9000 ,透明   ,HTTP ,江苏镇江
125.119.31.120 ,8118 ,透明   ,HTTPS,浙江杭州
113.54.213.131 ,1080 ,透明   ,HTTPS,四川成都
125.65.73.68   ,1080 ,透明   ,HTTP ,四川绵阳
123.13.247.57  ,9999 ,透明   ,HTTPS,河南许昌
114.249.115.117,9000 ,透明   ,HTTPS,北京
183.172.176.87 ,8118 ,透明   ,HTTP ,北京
117.22.42.43   ,8118 ,透明   ,HTTPS,陕西西安
119.139.197.247,3128 ,透明   ,HTTP ,广东深圳
59.38.61.157   ,9797 ,透明   ,HTTP ,广东珠海
59.110.21.3    ,3128 ,透明   ,HTTPS,广东深圳
112.95.21.114  ,8888 ,透明   ,HTTPS,广东深圳
123.13.245.182 ,9999 ,透明   ,HTTP ,河南许昌
182.138.229.63 ,1080 ,透明   ,HTTPS,四川乐山
163.125.73.109 ,9797 ,透明   ,HTTP ,广东深圳
121.41.20.245  ,3128 ,透明   ,HTTPS,福建泉州
120.27.23.233  ,3128 ,透明   ,HTTPS,北京
114.55.236.62  ,8118 ,透明   ,HTTPS,北京
60.205.57.4    ,3128 ,透明   ,HTTPS,广东深圳
182.92.105.136 ,3128 ,透明   ,HTTPS,浙江杭州
106.15.176.75  ,3128 ,透明   ,HTTPS,
121.15.254.150 ,8081 ,透明   ,HTTP ,广东惠州
163.125.73.110 ,9797 ,透明   ,HTTPS,广东深圳
222.29.32.33   ,1080 ,透明   ,HTTPS,北京
118.25.40.97   ,80   ,透明   ,HTTPS,辽宁
14.115.105.80  ,808  ,透明   ,HTTPS,广东珠海
119.251.50.93  ,9000 ,透明   ,HTTP ,河北廊坊
121.13.252.61  ,41564,透明   ,HTTP ,广东东莞
202.194.176.53 ,1080 ,透明   ,HTTP ,山东济宁市曲阜
162.105.88.141 ,1080 ,透明   ,HTTP ,北京
112.95.194.3   ,1080 ,透明   ,HTTP ,广东深圳
14.115.107.31  ,808  ,透明   ,HTTP ,广东珠海
123.13.245.241 ,9999 ,透明   ,HTTPS,河南许昌
120.78.186.213 ,3128 ,透明   ,HTTP ,长城宽带
183.129.207.92 ,11056,透明   ,HTTP ,浙江杭州
14.115.104.242 ,808  ,透明   ,HTTP ,广东珠海
36.99.213.157  ,9999 ,高匿   ,HTTP ,浙江
36.99.214.234  ,9999 ,高匿   ,HTTP ,浙江
111.75.193.23  ,48449,高匿   ,HTTP ,江西
36.250.156.30  ,9999 ,高匿   ,HTTP ,福建
1.193.244.88   ,9999 ,高匿   ,HTTP ,河南洛阳
36.99.214.16   ,9999 ,高匿   ,HTTP ,浙江
182.88.212.164 ,8123 ,高匿   ,HTTP ,广西南宁
27.221.32.140  ,80   ,高匿   ,HTTP ,山东
1.192.243.153  ,9999 ,高匿   ,HTTP ,河南郑州
175.148.71.234 ,1133 ,高匿   ,HTTP ,辽宁葫芦岛
121.225.24.234 ,3128 ,高匿   ,HTTPS,江苏南京
115.239.25.42  ,9999 ,高匿   ,HTTPS,浙江嘉兴
1.192.243.61   ,9999 ,高匿   ,HTTPS,河南郑州
123.101.213.190,9999 ,高匿   ,HTTPS,河南郑州
163.204.242.117,9999 ,高匿   ,HTTP ,广东
222.188.132.241,9999 ,高匿   ,HTTP ,江苏常州
1.198.73.45    ,9999 ,高匿   ,HTTP ,河南
163.204.240.171,9999 ,高匿   ,HTTP ,广东
1.197.204.253  ,9999 ,高匿   ,HTTP ,河南济源
1.198.72.16    ,9999 ,高匿   ,HTTP ,河南
115.221.115.153,9999 ,高匿   ,HTTP ,浙江温州
120.83.107.253 ,9999 ,高匿   ,HTTP ,广东揭阳市普宁
175.42.123.202 ,808  ,高匿   ,HTTP ,福建宁德
163.204.247.96 ,9999 ,高匿   ,HTTP ,广东
36.99.215.132  ,9999 ,高匿   ,HTTP ,浙江
58.253.153.155 ,9999 ,高匿   ,HTTPS,广东揭阳
27.43.191.61   ,9999 ,高匿   ,HTTPS,广东梅州
122.193.228.203,9999 ,高匿   ,HTTPS,江苏南通
163.204.246.174,9999 ,高匿   ,HTTP ,广东
111.75.223.9   ,35918,高匿   ,HTTP ,江西
120.83.123.192 ,9999 ,高匿   ,HTTP ,广东揭阳
112.85.130.238 ,9999 ,高匿   ,HTTPS,江苏南通
116.208.54.133 ,9999 ,高匿   ,HTTPS,湖北襄阳
112.85.174.119 ,9999 ,高匿   ,HTTPS,江苏南通
58.253.156.122 ,9999 ,高匿   ,HTTP ,广东揭阳
113.121.20.250 ,9999 ,高匿   ,HTTPS,山东烟台市莱阳
1.198.73.172   ,9999 ,高匿   ,HTTP ,河南
112.85.168.34  ,9999 ,高匿   ,HTTPS,江苏南通
171.80.113.22  ,9999 ,高匿   ,HTTPS,
1.198.72.198   ,9999 ,高匿   ,HTTP ,河南
113.121.23.80  ,9999 ,高匿   ,HTTPS,山东
123.188.219.238,9999 ,高匿   ,HTTP ,辽宁
112.85.168.230 ,9999 ,高匿   ,HTTP ,江苏南通
221.6.32.206   ,50925,高匿   ,HTTPS,江苏南京
113.121.20.160 ,9999 ,高匿   ,HTTPS,山东烟台市莱阳
112.85.129.222 ,9999 ,高匿   ,HTTP ,江苏南通
113.121.22.50  ,808  ,高匿   ,HTTPS,山东
112.85.167.204 ,9999 ,高匿   ,HTTPS,江苏南通
112.85.175.244 ,9999 ,高匿   ,HTTP ,江苏南通
113.121.20.4   ,9999 ,高匿   ,HTTP ,山东烟台市莱阳
1.197.203.252  ,9999 ,高匿   ,HTTP ,河南济源
112.85.129.228 ,9999 ,高匿   ,HTTP ,江苏南通
1.197.16.146   ,9999 ,高匿   ,HTTP ,河南许昌
113.124.84.8   ,9999 ,高匿   ,HTTPS,山东烟台
112.85.130.140 ,9999 ,高匿   ,HTTP ,江苏南通
122.193.245.177,9999 ,高匿   ,HTTP ,江苏南通
218.63.76.41   ,60485,高匿   ,HTTPS,云南曲靖
223.241.116.184,8010 ,高匿   ,HTTPS,安徽
180.104.107.46 ,45700,高匿   ,HTTPS,江苏苏州
1.198.73.241   ,9999 ,高匿   ,HTTP ,河南
171.41.122.94  ,9999 ,高匿   ,HTTP ,湖北
182.34.36.238  ,9999 ,高匿   ,HTTP ,山东烟台
112.85.174.116 ,9999 ,高匿   ,HTTPS,江苏南通
112.85.165.194 ,9999 ,高匿   ,HTTP ,江苏南通
163.204.241.198,9999 ,高匿   ,HTTP ,广东
115.239.25.92  ,9999 ,高匿   ,HTTPS,浙江嘉兴
122.137.185.240,80   ,高匿   ,HTTP ,吉林
112.87.70.171  ,9999 ,高匿   ,HTTPS,江苏宿迁
112.85.165.193 ,9999 ,高匿   ,HTTP ,江苏南通
222.89.32.147  ,9999 ,高匿   ,HTTP ,河南济源
115.53.35.210  ,9999 ,高匿   ,HTTPS,河南濮阳
60.13.42.79    ,9999 ,高匿   ,HTTPS,甘肃平凉
1.197.204.140  ,53128,高匿   ,HTTPS,河南济源
60.13.42.154   ,9999 ,高匿   ,HTTPS,甘肃平凉
112.85.172.110 ,9999 ,高匿   ,HTTPS,江苏南通
60.13.42.6     ,9999 ,高匿   ,HTTP ,甘肃平凉
60.13.42.164   ,9999 ,高匿   ,HTTP ,甘肃平凉
222.89.32.181  ,9999 ,高匿   ,HTTP ,河南济源
163.204.240.145,9999 ,高匿   ,HTTP ,广东
112.85.170.186 ,9999 ,高匿   ,HTTP ,江苏南通
60.13.42.91    ,9999 ,高匿   ,HTTPS,甘肃平凉
60.13.42.231   ,9999 ,高匿   ,HTTPS,甘肃平凉
112.85.170.28  ,9999 ,高匿   ,HTTP ,江苏南通
163.204.245.97 ,9999 ,高匿   ,HTTP ,广东
163.204.241.195,9999 ,高匿   ,HTTPS,广东
112.85.131.252 ,9999 ,高匿   ,HTTPS,江苏南通
122.193.246.12 ,9999 ,高匿   ,HTTPS,江苏南通
112.85.129.3   ,9999 ,高匿   ,HTTPS,江苏南通
163.204.246.220,9999 ,高匿   ,HTTP ,广东
112.85.131.89  ,9999 ,高匿   ,HTTP ,江苏南通
112.85.171.211 ,9999 ,高匿   ,HTTPS,江苏南通
112.85.128.253 ,9999 ,高匿   ,HTTPS,江苏南通
112.85.131.50  ,9999 ,高匿   ,HTTPS,江苏南通
112.87.69.197  ,9999 ,高匿   ,HTTP ,江苏宿迁
112.87.69.7    ,9999 ,高匿   ,HTTPS,江苏宿迁
1.192.242.99   ,9999 ,高匿   ,HTTP ,河南郑州
60.13.42.114   ,9999 ,高匿   ,HTTPS,甘肃平凉
112.85.130.99  ,9999 ,高匿   ,HTTPS,江苏南通
112.87.69.11   ,9999 ,高匿   ,HTTPS,江苏宿迁
183.63.101.62  ,53281,高匿   ,HTTPS,广东广州
140.206.47.123 ,1080 ,透明   ,HTTPS,上海
163.125.151.202,9999 ,透明   ,HTTP ,广东深圳
112.91.218.21  ,9000 ,透明   ,HTTP ,广东河源
123.161.16.38  ,9797 ,透明   ,HTTP ,河南安阳
218.59.193.18  ,57045,透明   ,HTTPS,山东东营
119.131.89.87  ,9797 ,透明   ,HTTPS,广东广州
222.186.45.123 ,62222,透明   ,HTTP ,江苏镇江
14.115.104.57  ,9797 ,透明   ,HTTP ,广东珠海
180.139.121.47 ,1080 ,透明   ,HTTPS,广西南宁
115.213.63.233 ,53281,透明   ,HTTPS,浙江宁波
218.21.122.99  ,53281,透明   ,HTTPS,广西玉林
59.38.60.227   ,9797 ,透明   ,HTTPS,广东珠海
14.115.106.244 ,808  ,透明   ,HTTP ,广东珠海
121.232.148.147,9000 ,透明   ,HTTP ,江苏镇江
125.123.143.35 ,9000 ,透明   ,HTTPS,浙江嘉兴
123.122.154.20 ,53281,透明   ,HTTP ,北京
163.125.16.225 ,8888 ,透明   ,HTTPS,广东深圳
114.101.41.195 ,65309,透明   ,HTTPS,安徽蚌埠
121.232.199.59 ,9000 ,透明   ,HTTP ,江苏镇江
123.13.247.95  ,9999 ,透明   ,HTTP ,河南许昌
222.186.45.160 ,65301,透明   ,HTTPS,江苏镇江
163.125.68.135 ,8888 ,透明   ,HTTP ,广东深圳
183.129.207.86 ,11206,透明   ,HTTP ,浙江杭州
14.115.104.97  ,808  ,透明   ,HTTP ,广东珠海
14.115.106.12  ,808  ,透明   ,HTTP ,广东珠海
115.225.123.26 ,8118 ,透明   ,HTTPS,浙江绍兴
121.238.82.201 ,8118 ,透明   ,HTTP ,江苏南通
117.80.203.174 ,8118 ,透明   ,HTTP ,江苏苏州
